,600755.SH,600309.SH,600031.SH,600886.SH,000768.SZ,002594.SZ,000651.SZ,600138.SH,600177.SH,600276.SH,600519.SH,002714.SZ,600036.SH,601318.SH,000002.SZ,601138.SH,600111.SH,300413.SZ,002093.SZ
217,9.4,24.67,6.98,9.0,27.79,65.12,44.37,21.12,16.32,50.71,212.98,52.86,17.73,35.04,13.8,,15.34,,15.46
218,9.47,24.98,6.93,8.95,27.7,63.73,45.11,21.12,15.95,50.22,212.84,55.9,17.53,35.03,14.07,,15.58,,15.08
219,9.22,24.72,6.42,8.61,25.42,60.3,44.0,21.03,14.91,50.54,207.74,52.98,17.04,33.84,13.92,,14.15,,13.62
220,8.38,23.99,6.42,8.73,24.75,62.68,44.86,20.76,15.3,49.43,214.31,52.3,17.2,33.8,14.7,,13.88,,13.59
221,8.38,24.43,6.45,8.84,24.5,61.95,44.93,21.3,15.97,49.48,213.8,52.0,17.11,34.12,14.59,,13.97,,13.4
222,8.57,24.66,6.88,9.19,24.75,63.12,43.98,20.7,16.44,50.37,221.58,51.22,17.91,36.01,14.16,,14.33,,13.3
223,8.63,24.55,6.81,9.19,25.01,63.29,42.94,21.07,16.29,50.94,220.2,51.91,17.78,35.97,13.84,,14.39,,13.76
224,8.79,24.72,6.65,8.98,24.57,61.82,45.12,21.16,15.89,51.02,215.31,51.16,17.25,34.95,14.16,,14.01,,13.4
225,8.76,25.72,6.68,8.87,24.58,62.06,46.95,20.97,16.0,51.16,214.51,52.67,17.39,34.74,14.05,,14.11,,13.61
226,8.69,27.81,6.51,8.67,23.52,60.3,45.81,20.64,15.4,51.52,211.94,57.94,17.42,34.42,14.15,,13.69,,12.93
227,8.52,28.17,6.49,8.69,24.94,62.88,49.18,20.74,15.41,50.2,214.47,60.71,17.39,34.44,14.49,,13.51,,12.9
228,8.55,28.81,6.41,8.59,23.94,62.42,49.88,20.77,15.49,50.01,212.96,57.89,17.26,34.49,15.02,,13.58,,13.04
229,8.33,26.2,6.41,8.5,24.15,61.59,49.04,19.25,15.31,50.0,211.41,52.16,16.92,34.57,15.77,,13.76,,13.1
230,8.19,26.95,6.56,8.71,24.37,62.0,48.48,19.39,15.81,49.63,214.1,54.5,17.06,35.62,15.4,,14.28,,13.4
231,8.39,28.17,6.52,8.58,24.31,62.56,51.26,19.8,15.64,49.05,214.51,52.75,17.03,35.26,14.35,,14.11,,13.75
232,8.52,28.37,6.48,8.53,24.65,62.9,56.39,21.28,15.65,49.78,213.91,51.41,16.96,35.21,14.35,,14.2,,14.19
233,8.52,28.53,6.58,8.69,24.96,63.8,57.71,21.15,16.17,49.58,215.86,53.15,17.1,35.51,14.88,,14.37,,14.49
234,8.72,29.13,6.56,8.69,24.93,63.79,57.0,21.6,15.95,49.88,216.88,53.47,17.52,35.79,14.8,,14.14,,14.55
235,8.81,29.2,6.67,8.89,25.14,63.02,56.5,22.5,16.8,49.74,227.03,53.01,18.23,36.9,15.05,,14.54,,14.67
236,9.08,28.76,6.66,8.81,25.25,62.82,53.25,21.59,16.77,51.02,225.03,50.37,18.27,36.93,14.99,,15.05,,14.52
237,9.0,28.21,6.66,8.83,24.71,62.03,52.0,22.18,17.36,50.59,223.0,48.65,18.19,36.98,15.57,,14.59,,15.14
238,9.02,28.2,6.56,8.76,24.17,63.47,52.78,21.96,16.9,50.47,224.78,48.86,18.14,36.92,16.08,,14.82,,14.7
239,8.9,27.81,6.61,8.72,24.05,63.45,53.17,21.48,17.05,49.85,224.5,46.78,18.33,36.9,15.66,,14.66,,14.71
240,9.02,27.82,6.44,8.54,23.84,62.14,55.0,22.6,16.26,49.36,219.12,46.59,17.84,35.7,15.52,,14.01,,14.34
241,8.73,27.34,6.48,8.48,23.8,64.55,54.31,22.74,16.6,48.92,219.83,46.66,17.94,36.15,15.32,,14.12,,15.23
242,8.82,26.4,6.67,8.38,24.8,66.0,54.17,21.91,16.5,49.43,218.86,49.29,18.26,35.76,15.48,,14.16,,15.54
243,9.07,27.19,6.58,8.35,24.77,64.4,53.28,23.08,16.28,48.88,218.19,49.75,17.99,36.0,14.95,,14.02,,14.88
244,9.32,26.39,6.0,7.79,22.87,58.76,52.04,23.78,14.75,49.12,210.02,48.68,17.28,34.05,14.38,,12.66,,13.39
245,8.78,25.27,6.03,7.76,23.62,59.35,51.1,25.22,14.79,47.2,212.82,49.05,17.23,34.5,14.58,,12.84,,12.6
246,8.16,25.38,6.26,7.93,24.09,60.42,53.59,24.89,15.15,47.56,212.18,49.17,17.31,34.53,14.18,,13.59,,12.95
247,8.24,26.63,5.79,7.44,21.72,55.41,54.09,24.93,13.73,48.52,202.23,49.07,16.67,33.77,13.55,,12.35,,11.66
248,7.43,25.37,6.0,7.55,21.67,59.43,58.38,24.03,13.97,46.19,204.63,47.22,16.81,33.94,14.27,,12.9,,11.62
249,7.44,22.83,5.83,7.07,19.88,57.88,58.72,24.07,12.97,47.65,199.86,46.55,16.04,32.03,14.38,,12.7,,10.46
250,6.76,22.71,5.89,7.13,19.62,59.82,60.02,22.98,13.1,45.55,196.79,46.7,15.98,32.21,14.2,,12.59,,10.33
251,6.78,24.18,5.76,7.01,18.16,57.36,61.42,23.25,12.8,45.04,199.78,46.3,15.87,31.99,13.43,,12.46,,10.03
252,6.61,22.88,5.81,7.11,19.35,59.9,59.43,23.37,13.38,43.94,204.82,46.83,15.89,31.99,13.69,,12.85,,10.39
253,6.79,21.55,5.52,7.02,18.76,58.05,57.89,23.31,12.94,44.32,199.0,47.07,15.48,31.2,14.52,,12.23,,9.6
254,6.36,21.32,5.48,6.96,19.06,57.68,62.21,21.09,13.01,43.02,199.43,42.36,15.42,31.07,14.25,,12.24,,9.88
255,6.4,21.39,5.64,7.15,20.05,58.87,65.05,21.28,13.44,43.38,210.24,45.35,15.71,31.51,14.21,,12.56,,10.25
256,6.66,20.5,5.52,7.14,19.67,57.74,64.15,21.45,13.14,44.33,202.32,47.96,15.52,30.53,13.7,,12.5,,10.14
257,6.58,18.45,5.39,6.91,18.58,56.02,64.1,19.36,12.7,44.32,200.26,45.68,15.3,30.15,14.88,,12.01,,9.67
258,6.36,20.3,5.42,6.92,19.04,55.16,62.53,20.28,12.79,42.89,202.74,50.25,15.28,30.22,14.54,,12.16,,9.97
259,6.44,22.33,5.44,6.93,19.13,55.0,63.97,19.4,12.84,43.32,202.77,50.88,15.48,30.26,13.26,,12.44,,10.06
260,6.53,22.97,5.01,6.37,17.42,49.97,62.49,20.27,11.65,43.97,199.01,49.74,14.86,29.23,14.55,,11.7,,9.06
261,5.9,20.96,4.93,6.23,18.08,48.18,61.28,20.02,11.51,42.91,199.93,45.0,15.0,29.22,14.97,,12.11,,8.91
262,5.83,18.86,4.69,5.98,16.78,45.3,62.15,20.76,11.04,43.35,196.64,45.6,14.72,29.3,15.1,,11.14,,8.18
263,5.54,19.79,4.81,6.19,17.29,47.59,61.39,20.41,11.43,42.57,200.65,42.39,14.99,30.18,14.55,,11.46,,8.59
264,5.76,20.63,4.63,6.15,16.57,48.6,61.71,20.3,11.2,44.0,201.29,42.92,14.72,29.53,14.71,,11.16,,8.42
265,5.76,20.51,4.73,6.24,17.1,50.46,60.3,21.17,11.58,44.67,204.55,45.19,14.85,29.97,14.7,,11.43,,8.83
266,6.06,20.79,4.74,6.16,17.2,50.41,58.19,20.56,11.49,44.94,203.66,43.35,14.67,29.64,15.07,,11.31,,8.82
267,6.07,21.21,4.79,6.22,17.68,51.21,59.02,20.38,11.69,46.0,204.99,41.8,14.88,29.71,15.35,,11.67,,9.08
268,6.17,21.63,4.76,6.14,17.41,50.07,56.51,20.79,11.63,45.78,203.87,43.11,14.86,29.66,14.51,,11.39,,8.91
269,6.03,21.94,4.69,6.05,17.83,50.0,53.0,21.03,11.44,45.26,200.41,44.21,14.66,29.43,14.7,,11.71,,8.89
270,5.94,19.75,4.86,6.27,18.47,52.08,57.87,19.87,11.96,45.36,203.92,41.95,14.94,30.12,15.16,,11.98,,9.41
271,6.2,19.98,4.91,6.32,19.0,53.81,58.51,19.18,12.1,46.06,202.3,43.31,15.03,30.04,15.41,,11.99,,10.35
272,6.29,20.69,5.4,6.4,18.64,53.25,59.62,18.78,12.13,45.52,201.71,41.01,14.9,29.91,14.2,,11.92,13.05,10.24
273,6.29,20.01,5.43,6.32,19.3,54.29,56.92,19.33,12.18,44.91,203.11,41.55,14.75,29.92,14.62,,11.82,14.36,10.3
274,6.25,20.57,5.46,6.48,19.49,54.51,58.66,19.37,12.47,45.53,207.8,42.17,15.01,30.97,14.6,,12.54,15.8,10.52
275,6.57,21.75,5.37,6.48,19.12,54.7,63.9,19.82,12.34,46.25,212.41,44.38,14.83,30.5,14.08,,12.46,17.38,10.28
276,6.59,22.14,5.37,6.84,19.38,55.02,60.81,19.86,12.49,46.69,217.74,43.1,14.81,30.41,14.18,,12.46,19.12,10.28
277,6.64,22.01,4.92,6.3,17.44,51.8,58.49,20.58,11.42,46.95,212.41,43.5,14.25,28.96,14.61,,11.3,21.03,9.25
278,6.03,21.81,4.98,6.38,17.21,52.35,24.98,20.26,11.56,45.66,216.84,42.39,14.45,29.1,14.79,,11.6,23.13,8.98
279,6.08,22.33,4.89,6.14,16.16,50.51,24.2,20.72,11.33,46.0,214.91,43.26,14.56,29.01,14.45,,11.13,25.44,8.21
280,5.76,23.21,5.0,6.24,16.66,51.54,21.82,21.26,11.59,44.97,218.42,44.84,14.65,29.26,14.34,,11.46,27.98,8.4
281,5.96,22.84,5.3,6.54,17.67,53.9,19.64,21.29,12.43,44.74,224.22,45.5,14.96,30.18,14.6,,12.61,30.78,8.94
282,6.3,22.11,5.38,6.53,17.55,53.58,21.6,20.89,12.42,45.88,227.81,45.96,15.15,30.38,15.07,,12.43,33.86,9.25
283,6.31,22.36,5.53,6.59,17.61,53.7,23.76,20.69,12.56,46.7,238.78,46.49,15.97,31.55,15.57,,12.72,37.25,8.73
284,6.23,22.13,5.54,6.61,18.35,53.95,26.14,21.07,12.74,47.47,233.64,47.35,15.78,31.05,14.93,,13.5,35.05,9.03
285,6.4,22.47,5.48,6.57,17.99,53.11,24.88,20.35,12.7,47.71,229.21,48.27,15.96,31.3,14.88,,13.11,31.6,9.12
286,6.4,20.44,5.4,6.44,17.57,52.0,23.41,20.49,13.26,47.66,227.44,51.3,16.05,31.38,14.95,,12.23,32.24,9.25
287,6.15,21.47,5.32,6.31,17.17,51.5,23.94,18.68,12.81,48.17,228.06,48.96,15.66,30.74,14.76,,12.06,34.4,9.26
288,6.07,20.41,5.28,6.31,16.88,51.26,24.88,19.21,12.86,46.64,228.05,52.22,15.76,31.04,14.22,,11.92,34.0,8.93
289,6.09,19.34,5.45,6.43,17.42,53.33,24.53,18.61,13.24,46.57,224.57,54.06,15.72,31.11,14.5,,12.25,35.27,9.37
290,6.26,17.43,5.41,6.47,17.4,54.44,24.21,19.02,13.33,46.78,231.92,56.34,15.86,31.36,14.28,,12.67,38.8,9.15
291,6.19,15.74,5.46,6.56,16.99,53.0,23.69,19.74,14.03,47.94,228.61,55.92,16.42,32.13,13.91,,12.36,37.3,8.89
292,6.11,16.29,5.51,6.63,17.5,55.06,24.06,19.52,14.4,48.11,229.56,54.45,16.23,32.0,13.19,,12.61,33.57,9.31
293,6.26,17.43,5.56,6.71,18.3,56.95,23.39,19.03,14.53,48.4,226.0,56.8,16.17,32.12,13.0,,12.83,33.3,10.11
294,6.44,18.33,5.76,6.87,18.76,57.03,21.06,19.4,15.0,47.65,231.98,57.74,16.22,32.83,13.25,,13.14,33.55,10.92
295,6.59,18.59,5.67,6.9,19.2,57.71,22.26,19.07,15.23,47.85,234.49,54.41,16.19,32.1,13.18,,12.87,34.06,10.84
296,6.53,18.85,5.8,6.83,19.0,57.3,22.59,19.29,15.04,47.21,234.97,51.29,16.18,32.26,13.58,,13.21,32.9,11.17
297,6.57,19.05,5.64,6.66,19.06,56.48,21.92,19.15,14.85,47.22,242.66,52.35,16.11,31.8,13.8,,12.64,34.05,10.9
298,6.45,18.13,5.67,6.74,19.14,56.96,22.31,18.9,14.83,47.27,244.98,52.51,16.13,32.06,14.23,,12.66,33.82,11.48
299,6.47,18.89,5.65,6.66,18.83,58.05,23.09,19.18,15.1,47.38,249.58,55.17,15.85,31.46,14.22,,12.59,31.95,11.45
300,6.43,19.13,5.54,6.68,18.53,56.87,23.39,18.97,14.87,46.93,248.11,52.2,15.79,31.25,13.6,,12.45,32.1,11.08
301,6.28,18.51,5.67,6.89,19.15,58.8,22.7,18.72,15.09,46.67,248.66,51.15,16.24,31.99,13.68,,12.75,33.0,11.68
302,6.52,18.18,5.69,6.9,19.35,58.81,22.17,19.05,15.12,47.31,247.64,52.37,16.09,31.81,13.76,,12.68,34.4,11.9
303,6.53,18.28,5.65,6.87,19.16,58.3,22.51,19.51,15.04,47.23,245.09,54.1,16.27,31.92,13.54,,12.98,33.45,11.71
304,6.61,17.68,5.7,6.96,19.48,58.97,23.24,20.2,15.09,47.55,245.52,57.71,16.34,32.0,13.47,,13.11,35.97,11.9
305,6.77,18.86,5.66,6.9,19.55,58.35,23.25,20.01,15.13,47.9,257.21,59.42,16.26,31.74,13.19,,12.95,36.86,11.73
306,7.45,17.93,5.59,6.8,18.93,57.05,22.69,20.02,15.13,47.59,254.11,59.65,16.1,31.37,13.02,,12.71,36.89,12.46
307,7.41,17.81,5.47,6.68,18.76,57.7,22.95,19.92,14.8,47.71,249.86,60.65,16.16,31.16,13.43,,12.53,37.83,12.08
308,7.3,17.84,5.78,6.74,19.15,57.83,22.54,20.59,14.84,47.34,243.72,59.98,16.31,31.51,13.1,,12.96,37.14,12.71
309,7.42,17.76,5.72,6.73,18.86,57.9,22.25,20.52,14.46,47.02,244.92,56.3,16.29,31.55,13.12,,12.9,36.9,12.76
310,7.21,17.0,5.87,6.85,19.27,58.59,20.98,20.21,14.73,47.13,242.24,56.31,16.48,31.91,13.18,,13.47,38.2,12.6
311,7.31,16.92,5.95,6.87,19.31,58.75,21.01,20.77,14.8,47.22,242.76,55.82,16.46,32.02,13.26,,13.4,42.02,12.66
312,7.37,16.32,6.08,6.83,19.27,58.24,20.13,20.89,14.73,47.64,244.9,55.96,16.93,31.99,13.15,,13.6,42.25,12.81
313,7.34,16.45,5.84,6.65,18.81,60.02,19.05,20.69,14.55,48.14,243.68,57.37,17.06,31.79,13.09,,13.17,38.03,12.31
314,7.12,16.07,5.83,6.63,18.84,62.44,17.15,21.1,14.85,47.78,243.18,58.55,17.11,31.93,12.9,,13.64,38.1,12.3
315,7.15,15.95,5.67,6.46,18.02,60.21,17.41,20.94,14.55,47.85,238.44,53.81,17.33,32.21,12.85,,14.32,37.3,11.33
316,6.72,16.57,5.57,6.36,17.67,62.13,18.45,20.72,14.42,46.74,240.37,54.26,17.69,32.22,12.6,,14.58,37.06,10.78
317,7.39,16.48,5.53,6.39,17.79,61.9,18.87,20.25,14.48,46.86,247.4,54.4,17.87,32.42,12.73,,13.9,37.8,11.2
318,7.1,17.49,5.48,6.39,17.89,60.75,19.5,20.77,14.48,46.52,244.52,53.88,17.9,32.32,13.07,,13.74,38.81,10.96
319,7.2,17.76,5.53,6.39,17.92,62.03,18.45,20.44,14.96,47.34,243.86,54.38,17.91,32.39,13.23,,13.73,39.68,11.35
320,7.44,17.36,5.46,6.39,17.74,62.33,18.19,20.68,15.22,47.33,244.88,54.32,17.88,32.26,13.48,,13.37,40.78,11.36
321,7.29,17.71,5.41,6.44,17.6,61.89,17.85,20.91,15.27,46.76,246.44,53.33,17.88,32.19,13.47,,13.28,40.2,11.23
322,7.54,17.84,5.4,6.54,17.45,63.71,17.32,20.81,15.18,46.68,251.2,53.56,17.75,32.04,13.28,,13.43,40.85,11.24
323,7.42,17.95,5.53,6.61,18.06,64.3,17.6,20.29,15.31,47.79,260.0,56.88,17.7,31.91,13.52,,13.87,41.0,11.73
324,7.84,18.12,5.52,6.58,18.02,63.55,17.85,20.41,15.09,47.8,256.21,56.24,17.65,31.93,13.65,,13.69,45.1,11.61
325,7.77,17.04,5.52,6.57,18.75,63.47,17.45,19.69,15.09,47.55,257.77,56.64,17.62,31.95,13.53,,13.87,43.48,11.64
326,8.03,17.35,5.35,6.46,17.78,61.2,17.31,19.76,14.72,46.92,252.22,54.86,17.32,31.4,13.55,,13.38,40.0,11.07
327,7.56,18.44,5.03,6.32,17.0,59.0,16.5,20.01,14.37,46.37,250.82,53.04,17.3,31.16,13.23,,12.26,39.8,9.96
328,7.48,18.53,5.01,6.38,17.19,58.7,16.05,19.55,14.43,46.32,252.08,53.15,17.04,31.19,13.35,,12.07,39.08,10.0
329,7.55,18.82,5.0,6.58,17.04,58.31,16.92,19.67,14.45,47.26,256.87,56.22,17.15,31.25,13.74,,12.13,37.84,9.92
330,7.41,18.82,5.01,6.77,17.29,59.51,16.41,19.48,14.55,46.92,255.96,56.78,17.46,31.71,13.67,,12.6,40.02,10.05
331,7.37,18.75,5.01,6.65,17.12,59.17,16.49,19.56,14.44,46.82,250.96,56.89,17.57,31.72,13.69,,12.36,40.5,9.87
332,7.35,18.51,5.03,6.6,17.24,60.56,16.59,19.88,14.57,47.01,251.63,58.89,17.5,31.61,13.66,,12.87,42.12,10.14
333,7.56,17.8,5.01,6.51,17.33,60.34,16.81,20.37,14.51,47.35,250.03,56.0,17.48,31.51,13.62,,13.2,41.45,10.16
334,7.43,18.03,4.93,6.46,17.08,58.56,16.45,20.1,14.41,47.16,244.44,54.05,17.82,31.81,13.67,,12.73,42.22,9.82
335,7.18,19.01,4.91,6.46,17.1,58.57,16.46,20.18,14.41,46.63,245.77,54.41,17.81,31.83,13.56,,13.65,38.9,9.89
336,7.15,18.93,4.95,6.51,17.33,59.1,16.09,19.46,14.43,46.48,251.26,54.14,17.88,31.82,13.66,,13.6,40.7,10.04
337,7.34,18.67,4.98,6.52,17.24,59.43,16.12,19.26,14.52,45.92,254.2,54.98,17.52,31.83,14.08,,13.62,42.4,10.34
338,7.34,19.0,4.91,6.46,17.03,59.23,15.75,19.27,14.48,45.91,251.94,53.1,17.33,31.64,14.12,,13.25,43.22,10.12
339,7.19,18.63,4.91,6.46,16.94,59.12,16.18,19.99,14.47,45.23,251.86,52.34,17.55,31.61,14.21,,12.84,47.54,10.43
340,7.17,18.33,4.94,6.46,16.81,58.77,16.83,19.83,14.45,45.15,252.71,51.31,17.69,31.63,14.4,,13.56,45.2,10.43
341,7.19,18.52,4.92,6.44,17.02,57.79,16.86,19.88,14.85,44.85,252.44,51.82,17.66,31.6,14.27,,13.37,49.72,10.49
342,7.23,18.4,4.92,6.44,16.75,57.92,17.5,19.89,14.75,45.0,256.13,50.38,17.84,31.91,14.17,,13.67,54.69,10.5
343,7.16,18.69,5.09,6.64,17.37,59.8,17.38,20.06,15.23,45.94,264.47,52.09,18.0,32.72,14.09,,15.04,60.16,11.14
344,7.88,17.36,5.07,6.62,17.43,59.74,17.09,19.39,15.15,45.72,263.79,52.57,17.83,32.29,13.9,,14.92,66.18,11.19
345,8.1,17.12,5.05,6.59,17.55,59.92,17.45,19.17,15.33,45.55,267.74,52.18,17.73,32.21,14.0,,15.07,66.57,11.5
346,8.07,17.15,5.07,6.71,17.53,60.0,17.53,19.27,15.34,46.71,283.89,53.46,17.78,32.34,14.0,,14.92,62.35,11.41
347,8.11,18.0,5.07,6.68,17.4,60.15,17.45,19.35,15.38,46.6,276.05,53.07,17.64,32.11,14.67,,14.8,68.59,11.22
348,8.15,18.2,5.04,6.67,17.51,61.26,17.56,19.07,15.37,46.54,277.85,52.19,17.8,32.14,14.5,,14.7,75.45,11.22
349,8.08,17.83,5.02,6.69,17.63,60.35,17.5,19.16,14.25,46.69,274.28,52.18,17.77,32.15,14.49,,14.06,77.68,11.23
350,7.89,17.84,4.88,6.57,17.12,57.44,17.6,19.31,13.65,46.09,267.06,50.59,17.32,31.8,14.37,,13.52,82.8,10.98
351,7.52,17.43,4.94,6.53,16.9,57.06,18.2,19.42,13.7,45.91,272.75,50.41,17.38,31.98,14.5,,13.7,81.15,10.75
352,7.61,17.4,5.0,6.58,17.24,59.14,17.95,19.28,13.95,46.2,276.49,51.28,17.39,31.98,14.56,,14.12,79.35,11.17
353,7.89,17.68,4.98,6.5,17.45,59.42,17.58,19.87,13.74,38.91,274.02,51.21,17.4,31.97,14.5,,13.91,74.68,11.08
354,7.85,17.34,5.02,6.55,17.54,59.21,17.3,19.79,13.81,39.34,278.26,51.35,17.5,31.98,14.26,,14.01,82.15,11.43
355,7.95,17.58,4.99,6.57,17.64,59.6,17.5,19.69,13.83,39.17,276.11,51.15,17.51,32.12,15.07,,13.79,90.37,11.6
356,8.04,17.98,4.97,6.57,17.63,59.39,17.35,19.86,13.84,39.2,273.81,50.21,17.54,32.06,16.58,,13.74,87.8,11.16
357,7.74,17.83,4.99,6.68,17.79,60.92,17.64,19.89,13.87,39.77,278.44,50.3,17.5,32.08,18.24,,13.9,87.8,11.89
358,7.9,18.24,4.95,6.61,18.41,60.03,17.47,19.7,13.76,39.88,276.44,49.23,17.26,32.0,19.15,,13.43,89.84,12.16
359,7.77,18.19,4.9,6.5,18.1,59.11,18.31,19.35,13.54,39.38,273.77,48.5,17.25,31.55,18.98,,13.1,93.0,11.82
360,7.59,18.66,4.95,6.54,19.0,59.67,19.02,19.04,13.72,40.37,287.68,49.14,17.28,31.68,18.02,,13.33,98.08,12.31
361,7.7,18.51,4.96,6.52,18.98,60.3,19.38,19.03,13.72,40.55,288.21,50.27,17.29,31.85,17.77,,13.39,90.5,12.44
362,7.82,18.5,5.04,6.59,18.96,60.4,19.56,19.45,13.74,40.3,288.18,49.94,17.45,32.16,19.55,,13.57,81.45,12.18
363,8.01,18.16,5.02,6.6,19.69,61.01,19.52,19.16,13.79,40.11,291.92,50.53,17.5,32.04,19.54,,13.31,74.01,12.41
364,7.95,18.31,5.04,6.61,20.94,61.39,19.23,19.2,13.74,40.3,286.17,51.5,17.63,32.18,19.9,,13.3,76.07,12.18
365,7.95,17.97,5.13,6.74,23.03,61.45,19.07,19.52,13.97,40.82,293.9,52.5,17.72,32.44,20.08,,13.72,78.41,12.2
366,8.29,17.78,5.28,6.45,24.22,60.8,18.59,19.28,13.98,40.56,300.58,52.48,17.56,32.07,21.08,,13.83,77.8,12.14
367,8.25,17.79,5.23,6.53,25.0,60.82,18.7,19.29,13.99,40.83,317.19,52.6,17.42,31.99,20.19,,13.94,76.46,11.97
368,8.15,17.85,5.22,6.5,24.55,61.93,18.7,19.24,13.94,40.97,316.91,54.1,17.51,31.95,22.21,,14.25,68.81,12.13
369,8.15,16.92,5.2,6.48,24.4,62.19,18.54,19.26,13.89,40.56,309.91,26.18,17.39,31.78,24.43,,14.3,65.0,11.98
370,8.15,16.86,5.22,6.45,24.3,61.23,18.75,19.37,13.96,42.08,315.14,25.7,17.48,31.79,21.99,,15.13,67.36,11.93
371,8.07,17.35,5.34,6.67,24.11,61.07,18.59,19.39,14.38,43.25,324.73,26.08,17.71,32.41,19.79,,15.24,60.62,12.22
372,8.19,16.24,5.32,6.68,24.12,60.93,18.42,19.31,14.39,43.09,317.19,26.64,17.05,32.46,19.8,,14.95,54.56,12.36
373,8.33,16.71,5.3,6.61,24.2,61.2,18.54,19.32,14.3,42.89,317.09,26.66,17.09,32.49,18.82,,14.68,60.02,12.3
374,8.63,15.69,5.3,6.63,23.61,62.99,18.55,19.43,14.4,43.2,317.52,26.99,17.14,32.59,18.75,,14.73,60.83,12.18
375,8.54,15.75,5.25,6.7,23.26,62.65,19.33,19.66,14.34,43.46,316.21,28.11,17.26,32.69,18.27,,14.73,54.75,12.39
376,8.57,15.71,5.24,6.69,23.59,62.8,18.55,19.66,14.27,42.68,308.11,28.03,17.12,32.38,18.12,,14.58,49.28,12.29
377,8.6,16.2,5.24,6.66,23.16,62.5,18.33,19.87,14.23,42.8,308.56,28.13,17.07,32.31,18.32,,14.62,44.35,12.19
378,8.46,15.88,5.27,6.71,23.13,61.94,19.09,20.09,14.37,42.65,314.38,28.17,17.24,32.55,17.96,,14.55,46.45,12.4
379,8.54,15.89,5.27,6.62,23.25,61.5,21.0,19.95,14.18,42.12,307.92,27.06,17.08,32.3,17.89,,14.71,43.85,12.6
380,8.54,16.18,5.34,6.61,23.76,60.52,20.38,19.8,14.16,42.86,311.26,27.26,17.12,32.3,17.43,,14.49,39.96,12.8
381,8.84,15.75,5.35,6.73,23.88,61.17,20.83,20.41,14.42,42.92,319.04,27.34,17.17,32.52,17.11,,14.62,36.99,12.79
382,8.83,14.56,5.22,6.84,22.3,59.38,20.81,20.45,14.8,43.14,314.01,26.04,17.37,32.79,17.08,,13.62,34.4,11.77
383,8.52,14.85,5.25,7.08,21.9,59.75,20.05,20.31,15.21,43.8,316.05,26.19,17.14,32.45,17.02,,13.74,30.96,11.41
384,8.99,14.8,5.21,7.07,21.22,59.35,20.8,20.46,15.18,43.68,313.15,26.97,17.16,32.37,17.39,,13.54,27.86,11.39
385,8.99,13.79,5.26,7.17,21.26,58.9,20.93,20.1,14.72,43.17,306.96,26.35,17.18,32.28,17.7,,13.16,30.65,11.27
386,8.81,13.84,5.31,7.13,21.31,58.96,21.34,20.04,14.96,43.8,306.21,26.43,17.15,32.28,17.78,,13.22,33.72,11.37
387,8.91,13.31,5.28,7.02,21.22,58.84,21.6,20.01,14.86,43.82,306.82,26.02,17.07,32.18,17.42,,13.18,36.97,11.24
388,9.1,13.67,5.28,7.04,21.51,59.08,21.24,19.98,15.16,43.53,306.3,26.02,17.06,32.15,17.92,,13.28,40.67,11.32
389,9.14,13.21,5.3,6.97,20.96,58.77,20.8,19.97,15.03,43.85,305.93,26.65,17.1,32.18,17.14,,13.16,36.6,11.17
390,8.99,13.4,5.36,7.09,23.06,58.91,21.13,20.01,15.32,43.68,308.1,26.9,17.13,32.27,17.17,,13.34,36.07,11.32
391,9.18,13.11,5.38,7.11,22.91,59.15,20.9,20.2,15.33,44.92,315.75,26.82,17.17,32.54,17.61,,13.57,38.85,11.56
392,9.15,13.51,5.37,7.05,22.55,58.89,22.99,19.66,15.06,44.73,313.81,26.64,17.28,32.54,17.88,,13.66,38.96,11.54
393,9.23,13.71,5.3,7.01,21.65,58.6,23.22,20.0,14.93,44.59,316.77,26.1,17.45,32.79,19.67,,13.37,40.56,11.22
394,8.99,13.54,5.37,7.25,21.92,59.27,23.93,20.37,15.2,44.77,316.97,26.21,17.99,33.48,20.95,,13.47,41.41,11.41
395,9.21,13.94,5.47,7.52,22.75,60.07,23.21,20.09,15.93,45.31,318.78,26.59,18.42,34.56,21.87,,13.7,45.55,11.64
396,9.39,13.98,5.54,7.46,22.78,59.92,23.0,20.32,15.57,45.29,309.52,27.01,18.31,33.92,21.97,,13.84,47.0,11.75
397,9.36,13.77,5.5,7.48,23.85,60.72,22.35,20.58,15.66,44.88,308.16,27.3,18.4,33.97,21.2,,13.74,42.3,11.63
398,9.98,13.93,5.52,7.32,24.08,60.06,23.1,20.58,15.7,44.51,306.43,27.05,18.23,34.43,20.71,,13.7,38.07,11.83
399,9.82,14.11,5.58,7.34,24.58,59.86,22.85,20.22,15.57,44.46,306.48,26.87,18.62,34.52,22.78,,13.81,40.37,11.67
400,10.08,14.06,5.49,7.2,23.37,58.68,22.35,20.56,15.37,44.62,307.32,26.42,18.69,34.46,25.06,,13.4,37.73,11.37
401,9.99,14.23,5.48,7.14,23.12,58.91,20.26,20.57,15.44,44.18,306.88,26.31,18.66,34.84,27.57,,13.4,36.88,11.43
402,9.82,13.06,5.4,7.16,23.68,59.08,20.85,20.82,15.35,44.08,305.28,26.37,18.62,34.33,25.85,,13.37,33.19,11.55
403,9.86,13.15,5.32,7.05,23.33,58.2,21.02,21.27,15.18,44.13,303.01,26.26,18.51,34.09,25.58,,13.17,36.51,11.45
